ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1
,simple,100000594,NOXPIRIN ADULTOS NOCHE LIMON MIEL 24 SBS,1,,visible,,,,,,,1,7,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,7702090038071,JUGO HIT 1000 ML,1,,visible,,,,,,,1,5,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,simple,C100014451,YODOPOVIL SOLUCION 60 ML IC,1,,visible,,,,,,,1,3,,,,,,,,,,,6900.00,,,,,,,,,,,,,,,,,
,simple,7706933000126,DOLORAN POMADA 20 GR ,1,,visible,,,,,,,1,1,,,,,,,,,,,9500.00,,,,,,,,,,,,,,,,,
,simple,100011357,DOXICICLINA 100 MG 10 TABLETAS W,1,,visible,,,,,,,1,5,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,C100011357,DOXICICLINA 100 MG 10 TABLETAS W,1,,visible,,,,,,,1,5,,,,,,,,,,,7800.00,,,,,,,,,,,,,,,,,
,simple,200015437,PROT.NOSOTRAS 15 UDS E.I.,1,,visible,,,,,,,1,13,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,C200015437,PROT.NOSOTRAS 15 UDS E.I.,1,,visible,,,,,,,1,11,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,G200015437,PROT.NOSOTRAS 15 UDS E.I.,1,,visible,,,,,,,1,4,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,200007235,ACEITE JJ BABY ORIGINAL 100 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,G200007235,ACEITE JJ BABY ORIGINAL 100 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,7704768002940,CEPILLO DENTAL ANDES NINO LB,1,,visible,,,,,,,1,6,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,7702026189099,2 TOA.NOSOTRAS EXT.P.DIA-NOCHE 12UD S.OF,1,,visible,,,,,,,1,1,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,G7702026189099,2 TOA.NOSOTRAS EXT.P.DIA-NOCHE 12UD S.OF,1,,visible,,,,,,,1,1,,,,,,,,,,,5800.00,,,,,,,,,,,,,,,,,
,simple,7702026179366,TAMPON NOSOTR.APLI.SUP.8UN+2PRO.LAR.S.OF,1,,visible,,,,,,,1,3,,,,,,,,,,,12800.00,,,,,,,,,,,,,,,,,
,simple,G7702026179366,TAMPON NOSOTR.APLI.SUP.8UN+2PRO.LAR.S.OF,1,,visible,,,,,,,1,1,,,,,,,,,,,12900.00,,,,,,,,,,,,,,,,,
,simple,100005153,LIDOPROCTO UNGUENTO 10 GR,1,,visible,,,,,,,1,3,,,,,,,,,,,23900.00,,,,,,,,,,,,,,,,,
,simple,100014449,YODOPOVIL ESPUMA 60 ML IC,1,,visible,,,,,,,1,4,,,,,,,,,,,7500.00,,,,,,,,,,,,,,,,,
,simple,7702132027605,PRESERVAT.TODAY 3 X 4 UND,1,,visible,,,,,,,1,9,,,,,,,,,,,11000.00,,,,,,,,,,,,,,,,,
,simple,100016367,CLAVULIN 500 MG 14 TABLETAS (M),1,,visible,,,,,,,1,1,,,,,,,,,,,76000.00,,,,,,,,,,,,,,,,,
,simple,3014260019723,CEP.ORAL-B KIDS MICKEY,1,,visible,,,,,,,1,6,,,,,,,,,,,4000.00,,,,,,,,,,,,,,,,,
,simple,100011043,METRONIDAZOL 500 MG+NISTATINA 10 OVU.MK,1,,visible,,,,,,,1,2,,,,,,,,,,,26900.00,,,,,,,,,,,,,,,,,
,simple,G100011043,METRONIDAZOL 500 MG+NISTATINA 10 OVU.MK,1,,visible,,,,,,,1,1,,,,,,,,,,,22900.00,,,,,,,,,,,,,,,,,
,variable,100012732,ACETAMINOFEN 500 MG 100 TABLETAS AG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100012732-Caja,ACETAMINOFEN 500 MG 100 TABLETAS AG - Caja,1,,visible,,,,,,,1,15,,,,,,,,,,,14500.00,,,,,,,100012732,,,,,,1,Presentacion,Caja,,
,variation,100012732-Blister,ACETAMINOFEN 500 MG 100 TABLETAS AG - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,1300.00,,,,,,,100012732,,,,,,1,Presentacion,Blister,,
,variable,C100012732,ACETAMINOFEN 500 MG 100 TABLETAS AG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100012732-Caja,ACETAMINOFEN 500 MG 100 TABLETAS AG - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,14900.00,,,,,,,C100012732,,,,,,1,Presentacion,Caja,,
,variation,C100012732-Blister,ACETAMINOFEN 500 MG 100 TABLETAS AG - Blister,1,,visible,,,,,,,1,9,,,,,,,,,,,1500.00,,,,,,,C100012732,,,,,,1,Presentacion,Blister,,
,simple,100022492,ACETAMINOFEN+CODEINA 325/30MG 30 TBS GF,1,,visible,,,,,,,1,8,,,,,,,,,,,22800.00,,,,,,,,,,,,,,,,,
,simple,C100021110,ZOPICLONA 7.5 MG 30 TABLETAS RC,1,,visible,,,,,,,1,12,,,,,,,,,,,22800.00,,,,,,,,,,,,,,,,,
,simple,100019767,ZOPICLONA 7.5 MG 30 TABLETAS HP,1,,visible,,,,,,,1,22,,,,,,,,,,,23500.00,,,,,,,,,,,,,,,,,
,variable,7702057010843,FENCAFEN 50 TAB ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702057010843-Caja,FENCAFEN 50 TAB  - Caja,1,,visible,,,,,,,1,6,,,,,,,,,,,98000.00,,,,,,,7702057010843,,,,,,1,Presentacion,Caja,,
,variation,7702057010843-Blister,FENCAFEN 50 TAB  - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,19800.00,,,,,,,7702057010843,,,,,,1,Presentacion,Blister,,
,variable,100001739,IBUPROFENO 800 MG 50 TABLETAS GF,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100001739-Caja,IBUPROFENO 800 MG 50 TABLETAS GF - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,12000.00,,,,,,,100001739,,,,,,1,Presentacion,Caja,,
,variation,100001739-Unidad,IBUPROFENO 800 MG 50 TABLETAS GF - Unidad,1,,visible,,,,,,,1,18,,,,,,,,,,,500.00,,,,,,,100001739,,,,,,1,Presentacion,Unidad,,
,simple,7703153036119,NIMESULIDA 100 MG X 30 CPS PROCAPS,1,,visible,,,,,,,1,1,,,,,,,,,,,19800.00,,,,,,,,,,,,,,,,,
,variable,100019601,SEVEDOL EXTRA FUERTE 60 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100019601-Caja,SEVEDOL EXTRA FUERTE 60 TABLETAS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,65000.00,,,,,,,100019601,,,,,,1,Presentacion,Caja,,
,variation,100019601-Blister,SEVEDOL EXTRA FUERTE 60 TABLETAS - Blister,1,,visible,,,,,,,1,6,,,,,,,,,,,6800.00,,,,,,,100019601,,,,,,1,Presentacion,Blister,,
,simple,6898,COCA COLA  3 LITROS ,1,,visible,,,,,,,1,8,,,,,,,,,,,7000.00,,,,,,,,,,,,,,,,,
,simple,6845,COCACOLA 400 ML,1,,visible,,,,,,,1,16,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,variable,100006143,MAREOL 72 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100006143-Blister,MAREOL 72 TABLETAS - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,5000.00,,,,,,,100006143,,,,,,1,Presentacion,Blister,,
,variation,100006143-Unidad,MAREOL 72 TABLETAS - Unidad,1,,visible,,,,,,,1,18,,,,,,,,,,,500.00,,,,,,,100006143,,,,,,1,Presentacion,Unidad,,
,variable,G100006143,MAREOL 72 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100006143-Caja,MAREOL 72 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,33900.00,,,,,,,G100006143,,,,,,1,Presentacion,Caja,,
,variation,G100006143-Blister,MAREOL 72 TABLETAS - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,5900.00,,,,,,,G100006143,,,,,,1,Presentacion,Blister,,
,variation,G100006143-Unidad,MAREOL 72 TABLETAS - Unidad,1,,visible,,,,,,,1,18,,,,,,,,,,,500.00,,,,,,,G100006143,,,,,,1,Presentacion,Unidad,,
,simple,7707194535129,ESMALTE MASGLO,1,,visible,,,,,,,1,166,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,7702001084999,AVENA VASO ,1,,visible,,,,,,,1,15,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,variable,100025229,CAFETRIN 100 TBS IC MQ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100025229-Caja,CAFETRIN 100 TBS IC MQ - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,80000.00,,,,,,,100025229,,,,,,1,Presentacion,Caja,,
,variation,100025229-Blister,CAFETRIN 100 TBS IC MQ - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,8900.00,,,,,,,100025229,,,,,,1,Presentacion,Blister,,
,variation,100025229-Unidad,CAFETRIN 100 TBS IC MQ - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1200.00,,,,,,,100025229,,,,,,1,Presentacion,Unidad,,
,simple,7501033961540,PEDIALYTE MAX CON ZINC 60 COCO 500 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,C100017422,ALCOHOL ANTISEP. ALCOPY 350 ML X 24 U(T),1,,visible,,,,,,,1,47,,,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,
,simple,100006369,DECADRON 2 ML AMPOLLA,1,,visible,,,,,,,1,3,,,,,,,,,,,19900.00,,,,,,,,,,,,,,,,,
,simple,C100006369,DECADRON 2 ML AMPOLLA,1,,visible,,,,,,,1,3,,,,,,,,,,,31500.00,,,,,,,,,,,,,,,,,
,simple,7703153039424,KIMOD IVERMECTINA 3MG 7 CAPSULAS BLA,1,,visible,,,,,,,1,21,,,,,,,,,,,24800.00,,,,,,,,,,,,,,,,,
,simple,7703799118606,ESMALTE VOGUE,1,,visible,,,,,,,1,22,,,,,,,,,,,3900.00,,,,,,,,,,,,,,,,,
,simple,100020802,HIDRAPLUS 75 ZINC UVA 400 ML SUERO O,1,,visible,,,,,,,1,3,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,variable,100021033,POSTDAY 0.75 MG 8 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100021033-Caja,POSTDAY 0.75 MG 8 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,59000.00,,,,,,,100021033,,,,,,1,Presentacion,Caja,,
,variation,100021033-Blister,POSTDAY 0.75 MG 8 TABLETAS - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,14800.00,,,,,,,100021033,,,,,,1,Presentacion,Blister,,
,variable,7702870071427,POSTDAY 0.75 MG 8 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702870071427-Caja,POSTDAY 0.75 MG 8 TABLETAS - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,50000.00,,,,,,,7702870071427,,,,,,1,Presentacion,Caja,,
,variation,7702870071427-Unidad,POSTDAY 0.75 MG 8 TABLETAS - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,12900.00,,,,,,,7702870071427,,,,,,1,Presentacion,Unidad,,
,simple,7707200903867,ALGODON MOTOCITOS 50 GR,1,,visible,,,,,,,1,15,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,variable,G7707200903867,ALGODON MOTOCITOS 50 GR,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G7707200903867-Caja,ALGODON MOTOCITOS 50 GR - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,13900.00,,,,,,,G7707200903867,,,,,,1,Presentacion,Caja,,
,variation,G7707200903867-Unidad,ALGODON MOTOCITOS 50 GR - Unidad,1,,visible,,,,,,,1,12,,,,,,,,,,,1500.00,,,,,,,G7707200903867,,,,,,1,Presentacion,Unidad,,
,simple,7702027444685,PROT.NOSOTRAS DIA.MULTI ESTILO 15 UDS,1,,visible,,,,,,,1,12,,,,,,,,,,,2800.00,,,,,,,,,,,,,,,,,
,simple,100003063,SOREL LOCION FACIAL 120 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,10900.00,,,,,,,,,,,,,,,,,
,simple,G100003063,SOREL LOCION FACIAL 120 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,9900.00,,,,,,,,,,,,,,,,,
,simple,200024742,TOA.TENA MUJER SUPER 30 UDS,1,,visible,,,,,,,1,2,,,,,,,,,,,39900.00,,,,,,,,,,,,,,,,,
,simple,7702026185695,PROT.NOSOTRAS DIA LAR ALAS MULTIE 20 UDS,1,,visible,,,,,,,1,3,,,,,,,,,,,5500.00,,,,,,,,,,,,,,,,,
,simple,G7702026185695,PROT.NOSOTRAS DIA LAR ALAS MULTIE 20 UDS,1,,visible,,,,,,,1,4,,,,,,,,,,,4700.00,,,,,,,,,,,,,,,,,
,simple,7707194534177,REMOVEDOR MASGLO ALGAS X 60 ML ,1,,visible,,,,,,,1,2,,,,,,,,,,,5800.00,,,,,,,,,,,,,,,,,
,simple,100011053,CINEPRIDE 500 MG 10 TABLETAS ICOM,1,,visible,,,,,,,1,2,,,,,,,,,,,28900.00,,,,,,,,,,,,,,,,,
,simple,C100011053,CINEPRIDE 500 MG 10 TABLETAS ICOM,1,,visible,,,,,,,1,3,,,,,,,,,,,29000.00,,,,,,,,,,,,,,,,,
,simple,7702195116988,LOSARTAN POTASICO 100 MG 30 TBS RC,1,,visible,,,,,,,1,2,,,,,,,,,,,17800.00,,,,,,,,,,,,,,,,,
,simple,000104422,Base Hidratante Arena No 2,1,,visible,,,,,,,1,1,,,,,,,,,,,24500.00,,,,,,,,,,,,,,,,,
,simple,100016455,DOLEX AVANZADO 10 TABLETAS,1,,visible,,,,,,,1,1,,,,,,,,,,,9800.00,,,,,,,,,,,,,,,,,
,simple,7702006001014,DTE AXE BODY SPR.DARK TEMPT.150ML P.E ,1,,visible,,,,,,,1,3,,,,,,,,,,,24800.00,,,,,,,,,,,,,,,,,
,simple,200013281,CREMA NIVEA B.MILK Q-10 PLUS REAF.125 ML,1,,visible,,,,,,,1,3,,,,,,,,,,,11800.00,,,,,,,,,,,,,,,,,
,simple,G200013281,CREMA NIVEA B.MILK Q-10 PLUS REAF.125 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,9800.00,,,,,,,,,,,,,,,,,
,simple,7702186020966,RUBOR NAILEN ,1,,visible,,,,,,,1,10,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,simple,7702186022809,RUBOR NAILEN,1,,visible,,,,,,,1,2,,,,,,,,,,,5500.00,,,,,,,,,,,,,,,,,
,simple,8410412028158,DTE.BABARIA SPRAY  ALOE 200 ML LB,1,,visible,,,,,,,1,1,,,,,,,,,,,9800.00,,,,,,,,,,,,,,,,,
,variable,7707200901474,ACETAMINOFEN 500 MG 100 TBS ICOM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707200901474-Caja,ACETAMINOFEN 500 MG 100 TBS ICOM - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,12800.00,,,,,,,7707200901474,,,,,,1,Presentacion,Caja,,
,variation,7707200901474-Unidad,ACETAMINOFEN 500 MG 100 TBS ICOM - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,500.00,,,,,,,7707200901474,,,,,,1,Presentacion,Unidad,,
,variable,7702195090479,TRAZODONA 50 MG 250 TBS RC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702195090479-Caja,TRAZODONA 50 MG 250 TBS RC - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,89000.00,,,,,,,7702195090479,,,,,,1,Presentacion,Caja,,
,variation,7702195090479-Blister,TRAZODONA 50 MG 250 TBS RC - Blister,1,,visible,,,,,,,1,17,,,,,,,,,,,4000.00,,,,,,,7702195090479,,,,,,1,Presentacion,Blister,,
,variation,7702195090479-Unidad,TRAZODONA 50 MG 250 TBS RC - Unidad,1,,visible,,,,,,,1,4,,,,,,,,,,,4000.00,,,,,,,7702195090479,,,,,,1,Presentacion,Unidad,,
,variable,100001916,DOLEX GRIPA 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100001916-Blister,DOLEX GRIPA 100 TABLETAS - Blister,1,,visible,,,,,,,1,40,,,,,,,,,,,3300.00,,,,,,,100001916,,,,,,1,Presentacion,Blister,,
,variation,100001916-Unidad,DOLEX GRIPA 100 TABLETAS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,900.00,,,,,,,100001916,,,,,,1,Presentacion,Unidad,,
,simple,C100001916,DOLEX GRIPA 100 TABLETAS,1,,visible,,,,,,,1,22,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,variable,G100001916,DOLEX GRIPA 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100001916-Blister,DOLEX GRIPA 100 TABLETAS - Blister,1,,visible,,,,,,,1,28,,,,,,,,,,,3300.00,,,,,,,G100001916,,,,,,1,Presentacion,Blister,,
,variation,G100001916-Unidad,DOLEX GRIPA 100 TABLETAS - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,800.00,,,,,,,G100001916,,,,,,1,Presentacion,Unidad,,
,variable,200031774,GALLETAS FESTIVAL VAINILLA 12 PAQ.6 UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200031774-Caja,GALLETAS FESTIVAL VAINILLA 12 PAQ.6 UDS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,9500.00,,,,,,,200031774,,,,,,1,Presentacion,Caja,,
,variation,200031774-Unidad,GALLETAS FESTIVAL VAINILLA 12 PAQ.6 UDS - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,800.00,,,,,,,200031774,,,,,,1,Presentacion,Unidad,,
,variable,100016164,NOXPIRIN PLUS 100 CAPSULAS (RF) (A),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100016164-Blister,NOXPIRIN PLUS 100 CAPSULAS (RF) (A) - Blister,1,,visible,,,,,,,1,24,,,,,,,,,,,3000.00,,,,,,,100016164,,,,,,1,Presentacion,Blister,,
,variation,100016164-Unidad,NOXPIRIN PLUS 100 CAPSULAS (RF) (A) - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1000.00,,,,,,,100016164,,,,,,1,Presentacion,Unidad,,
,variable,100024314,ADVIL MAX 72 CAPSULAS ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100024314-Caja,ADVIL MAX 72 CAPSULAS  - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,92900.00,,,,,,,100024314,,,,,,1,Presentacion,Caja,,
,variation,100024314-Blister,ADVIL MAX 72 CAPSULAS  - Blister,1,,visible,,,,,,,1,16,,,,,,,,,,,5500.00,,,,,,,100024314,,,,,,1,Presentacion,Blister,,
,variation,100024314-Unidad,ADVIL MAX 72 CAPSULAS  - Unidad,1,,visible,,,,,,,1,3,,,,,,,,,,,1500.00,,,,,,,100024314,,,,,,1,Presentacion,Unidad,,
,simple,33,GATORADE 500 ML ,1,,visible,,,,,,,1,2,,,,,,,,,,,2800.00,,,,,,,,,,,,,,,,,
,variable,73,HELADO CASERO X 25 U,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,73-Caja,HELADO CASERO X 25 U - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,25000.00,,,,,,,73,,,,,,1,Presentacion,Caja,,
,variation,73-Unidad,HELADO CASERO X 25 U - Unidad,1,,visible,,,,,,,1,22,,,,,,,,,,,1200.00,,,,,,,73,,,,,,1,Presentacion,Unidad,,
,simple,7704768003947,DEXAMETASIN 8MG/2ML 10 AMPOLLA IC MQ,1,,visible,,,,,,,1,3,,,,,,,,,,,6800.00,,,,,,,,,,,,,,,,,
,simple,15,COCA COLA 600 ML ,1,,visible,,,,,,,1,18,,,,,,,,,,,2900.00,,,,,,,,,,,,,,,,,
,simple,7702605106066,ZOL 10 MG 10 TABLETAS GF,1,,visible,,,,,,,1,6,,,,,,,,,,,22000.00,,,,,,,,,,,,,,,,,
,variable,100005665,SMECTA 3 GR 10 SBS (M),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100005665-Caja,SMECTA 3 GR 10 SBS (M) - Caja,1,,visible,,,,,,,1,10,,,,,,,,,,,61900.00,,,,,,,100005665,,,,,,1,Presentacion,Caja,,
,variation,100005665-Unidad,SMECTA 3 GR 10 SBS (M) - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,6500.00,,,,,,,100005665,,,,,,1,Presentacion,Unidad,,
,variable,C100005665,SMECTA 3 GR 10 SBS (M),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100005665-Caja,SMECTA 3 GR 10 SBS (M) - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,59000.00,,,,,,,C100005665,,,,,,1,Presentacion,Caja,,
,variation,C100005665-Unidad,SMECTA 3 GR 10 SBS (M) - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,6500.00,,,,,,,C100005665,,,,,,1,Presentacion,Unidad,,
,simple,G100005665,SMECTA 3 GR 10 SBS (M),1,,visible,,,,,,,1,1,,,,,,,,,,,55900.00,,,,,,,,,,,,,,,,,
,variable,100005265,PAX DIA NARANJA 24 SBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100005265-Caja,PAX DIA NARANJA 24 SBS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,39800.00,,,,,,,100005265,,,,,,1,Presentacion,Caja,,
,variation,100005265-Unidad,PAX DIA NARANJA 24 SBS - Unidad,1,,visible,,,,,,,1,12,,,,,,,,,,,1700.00,,,,,,,100005265,,,,,,1,Presentacion,Unidad,,
,simple,C100005265,PAX DIA NARANJA 24 SBS,1,,visible,,,,,,,1,9,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,G100005265,PAX DIA NARANJA 24 SBS,1,,visible,,,,,,,1,3,,,,,,,,,,,1700.00,,,,,,,,,,,,,,,,,
,simple,100017632,PEDIALYTE CON ZINC 60 UVA 500 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,100011604,ALCOHOL ALCOPY 700 ML ICOM ,1,,visible,,,,,,,1,23,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,
,variable,80,PALETA POLET X12U,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,80-Caja,PALETA POLET X12U - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,29800.00,,,,,,,80,,,,,,1,Presentacion,Caja,,
,variation,80-Unidad,PALETA POLET X12U - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,3000.00,,,,,,,80,,,,,,1,Presentacion,Unidad,,
,variable,100019566,FLORATIL 250 MG 10 SBS (M),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100019566-Caja,FLORATIL 250 MG 10 SBS (M) - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,57900.00,,,,,,,100019566,,,,,,1,Presentacion,Caja,,
,variation,100019566-Unidad,FLORATIL 250 MG 10 SBS (M) - Unidad,1,,visible,,,,,,,1,15,,,,,,,,,,,5900.00,,,,,,,100019566,,,,,,1,Presentacion,Unidad,,
,simple,041333431482,PILAS DURACELL AAA,1,,visible,,,,,,,1,14,,,,,,,,,,,4500.00,,,,,,,,,,,,,,,,,
,simple,7704354000077,QHUBO PERIODICO ,1,,visible,,,,,,,1,3,,,,,,,,,,,1300.00,,,,,,,,,,,,,,,,,
,simple,100022265,NORAVER GRIPA BEBIDA NOCHE 15 GR 24 SBS,1,,visible,,,,,,,1,5,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,100015331,LOSARTAN 50 MG 30 TABLETAS EX,1,,visible,,,,,,,1,3,,,,,,,,,,,7500.00,,,,,,,,,,,,,,,,,
,simple,100022276,TADALAFILO 5 MG 28 COMPRIMIDOS GF,1,,visible,,,,,,,1,1,,,,,,,,,,,65500.00,,,,,,,,,,,,,,,,,
,simple,41,AGUA H2O 1.5 ML ,1,,visible,,,,,,,1,7,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,simple,7707275929700,BOLSA DE REGALO RF 15002,1,,visible,,,,,,,1,27,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,100014943,VALERIANA GOTAS 60 ML ICOM (PD) (RF),1,,visible,,,,,,,1,1,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,200020902,CREMA DE CALENDULA NAT.EVOL. 60 GR (PD),1,,visible,,,,,,,1,5,,,,,,,,,,,12900.00,,,,,,,,,,,,,,,,,
,simple,77098320,AGUA  BRISA 280 ML,1,,visible,,,,,,,1,41,,,,,,,,,,,600.00,,,,,,,,,,,,,,,,,
,simple,100006610,TRIMEBUTINA 200 MG 30 TABLETAS MK,1,,visible,,,,,,,1,3,,,,,,,,,,,15500.00,,,,,,,,,,,,,,,,,
